[2026-07-01 06:40:00] INFO ShipmentService - order_id=ORD-10448 customer_id=CUST-0130 carrier=UPS tracking_number=1Z904505683 status=OUT_FOR_DELIVERY origin=Vancouver,BC dest=Kathmandu,NP weight_kg=1.22
[2026-07-01 13:21:00] INFO ShipmentService - order_id=ORD-10566 customer_id=CUST-0059 carrier=FedEx tracking_number=1Z679748258 status=IN_TRANSIT origin=Portland,OR dest=Mumbai,IN weight_kg=7.19
[2026-07-01 13:41:00] INFO ShipmentService - order_id=ORD-10281 customer_id=CUST-0017 carrier=USPS tracking_number=1Z885964167 status=IN_TRANSIT origin=Munich,DE dest=Austin,TX weight_kg=0.91
[2026-07-01 14:14:00] INFO ShipmentService - order_id=ORD-10593 customer_id=CUST-0102 carrier=DHL Express tracking_number=1Z912350050 status=IN_TRANSIT origin=Austin,TX dest=Portland,OR weight_kg=7.88
[2026-07-01 14:34:00] WARN ShipmentService - order_id=ORD-10165 customer_id=CUST-0053 carrier=FedEx tracking_number=1Z353507570 status=DELAYED origin=Berlin,DE dest=Manchester,UK weight_kg=9.7 reason="address correction needed"
[2026-07-01 15:09:00] INFO ShipmentService - order_id=ORD-10547 customer_id=CUST-0111 carrier=UPS tracking_number=1Z405517657 status=DELIVERED origin=Manchester,UK dest=Vancouver,BC weight_kg=8.07
[2026-07-01 15:46:00] INFO ShipmentService - order_id=ORD-10102 customer_id=CUST-0148 carrier=UPS tracking_number=1Z657987812 status=IN_TRANSIT origin=Kathmandu,NP dest=Bristol,UK weight_kg=8.9
[2026-07-01 16:20:00] INFO ShipmentService - order_id=ORD-10052 customer_id=CUST-0033 carrier=UPS tracking_number=1Z487908062 status=IN_TRANSIT origin=Bengaluru,IN dest=Mumbai,IN weight_kg=5.56
[2026-07-01 16:48:00] INFO ShipmentService - order_id=ORD-10156 customer_id=CUST-0092 carrier=USPS tracking_number=1Z166779947 status=IN_TRANSIT origin=Austin,TX dest=Austin,TX weight_kg=5.21
[2026-07-01 17:02:00] INFO ShipmentService - order_id=ORD-10419 customer_id=CUST-0106 carrier=USPS tracking_number=1Z826732562 status=OUT_FOR_DELIVERY origin=Austin,TX dest=Manchester,UK weight_kg=6.41
[2026-07-01 17:36:00] INFO ShipmentService - order_id=ORD-10383 customer_id=CUST-0097 carrier=USPS tracking_number=1Z727391402 status=OUT_FOR_DELIVERY origin=Bengaluru,IN dest=Vancouver,BC weight_kg=6.09
[2026-07-01 18:05:00] INFO ShipmentService - order_id=ORD-10098 customer_id=CUST-0136 carrier=USPS tracking_number=1Z984561220 status=OUT_FOR_DELIVERY origin=Kathmandu,NP dest=Bristol,UK weight_kg=2.12
[2026-07-01 18:37:00] INFO ShipmentService - order_id=ORD-10578 customer_id=CUST-0073 carrier=USPS tracking_number=1Z651028717 status=IN_TRANSIT origin=Denver,CO dest=Kathmandu,NP weight_kg=10.39
[2026-07-01 18:51:00] INFO ShipmentService - order_id=ORD-10585 customer_id=CUST-0095 carrier=USPS tracking_number=1Z901544309 status=OUT_FOR_DELIVERY origin=Berlin,DE dest=Portland,OR weight_kg=2.05
[2026-07-01 18:59:00] INFO ShipmentService - order_id=ORD-10374 customer_id=CUST-0031 carrier=USPS tracking_number=1Z496839906 status=IN_TRANSIT origin=Austin,TX dest=Austin,TX weight_kg=6.95
[2026-07-01 19:09:00] INFO ShipmentService - order_id=ORD-10092 customer_id=CUST-0138 carrier=FedEx tracking_number=1Z502073105 status=OUT_FOR_DELIVERY origin=Manchester,UK dest=Vancouver,BC weight_kg=3.78
[2026-07-01 19:19:00] INFO ShipmentService - order_id=ORD-10234 customer_id=CUST-0121 carrier=UPS tracking_number=1Z552858103 status=DELIVERED origin=Mumbai,IN dest=Sydney,AU weight_kg=0.77
[2026-07-01 19:38:00] INFO ShipmentService - order_id=ORD-10401 customer_id=CUST-0052 carrier=UPS tracking_number=1Z894204228 status=IN_TRANSIT origin=Denver,CO dest=Bengaluru,IN weight_kg=5.97
[2026-07-01 20:01:00] INFO ShipmentService - order_id=ORD-10209 customer_id=CUST-0123 carrier=FedEx tracking_number=1Z548367904 status=IN_TRANSIT origin=Bengaluru,IN dest=Portland,OR weight_kg=5.88
[2026-07-01 20:30:00] INFO ShipmentService - order_id=ORD-10267 customer_id=CUST-0056 carrier=DHL Express tracking_number=1Z610271691 status=DELIVERED origin=Mumbai,IN dest=Bristol,UK weight_kg=10.05
[2026-07-01 20:39:00] INFO ShipmentService - order_id=ORD-10108 customer_id=CUST-0063 carrier=UPS tracking_number=1Z594926438 status=DELIVERED origin=Munich,DE dest=Melbourne,AU weight_kg=9.19
[2026-07-01 20:49:00] INFO ShipmentService - order_id=ORD-10100 customer_id=CUST-0005 carrier=DHL Express tracking_number=1Z770842137 status=OUT_FOR_DELIVERY origin=Austin,TX dest=Mumbai,IN weight_kg=8.04
[2026-07-01 21:04:00] INFO ShipmentService - order_id=ORD-10045 customer_id=CUST-0091 carrier=USPS tracking_number=1Z149198538 status=DELIVERED origin=Manchester,UK dest=Munich,DE weight_kg=11.51
[2026-07-01 21:22:00] INFO ShipmentService - order_id=ORD-10405 customer_id=CUST-0002 carrier=FedEx tracking_number=1Z859359486 status=DELIVERED origin=Bengaluru,IN dest=Denver,CO weight_kg=0.49
[2026-07-01 21:42:00] INFO ShipmentService - order_id=ORD-10413 customer_id=CUST-0107 carrier=FedEx tracking_number=1Z191431302 status=DELIVERED origin=Melbourne,AU dest=Munich,DE weight_kg=2.47
[2026-07-01 22:19:00] INFO ShipmentService - order_id=ORD-10342 customer_id=CUST-0120 carrier=FedEx tracking_number=1Z303362264 status=OUT_FOR_DELIVERY origin=Sydney,AU dest=Munich,DE weight_kg=9.06
[2026-07-01 22:21:00] INFO ShipmentService - order_id=ORD-10173 customer_id=CUST-0070 carrier=FedEx tracking_number=1Z292998003 status=IN_TRANSIT origin=Melbourne,AU dest=Munich,DE weight_kg=11.56
[2026-07-01 22:35:00] INFO ShipmentService - order_id=ORD-10017 customer_id=CUST-0002 carrier=UPS tracking_number=1Z722290025 status=DELIVERED origin=Bengaluru,IN dest=Kathmandu,NP weight_kg=5.44
[2026-07-01 23:14:00] WARN ShipmentService - order_id=ORD-10516 customer_id=CUST-0082 carrier=DHL Express tracking_number=1Z148300820 status=DELAYED origin=Bristol,UK dest=Sydney,AU weight_kg=6.0 reason="weather delay"
[2026-07-01 23:42:00] INFO ShipmentService - order_id=ORD-10022 customer_id=CUST-0066 carrier=UPS tracking_number=1Z666830194 status=IN_TRANSIT origin=Bristol,UK dest=Portland,OR weight_kg=3.95
[2026-07-01 23:50:00] INFO ShipmentService - order_id=ORD-10577 customer_id=CUST-0114 carrier=FedEx tracking_number=1Z406394085 status=IN_TRANSIT origin=Munich,DE dest=Denver,CO weight_kg=1.9
[2026-07-01 23:56:00] INFO ShipmentService - order_id=ORD-10172 customer_id=CUST-0133 carrier=UPS tracking_number=1Z828650400 status=DELIVERED origin=Vancouver,BC dest=Bristol,UK weight_kg=2.2
[2026-07-02 00:17:00] INFO ShipmentService - order_id=ORD-10001 customer_id=CUST-0001 carrier=UPS tracking_number=1Z162815808 status=IN_TRANSIT origin=Portland,OR dest=Kathmandu,NP weight_kg=3.72
[2026-07-02 00:27:00] INFO ShipmentService - order_id=ORD-10027 customer_id=CUST-0045 carrier=USPS tracking_number=1Z503204182 status=DELIVERED origin=Manchester,UK dest=Vancouver,BC weight_kg=11.31
[2026-07-02 00:31:00] INFO ShipmentService - order_id=ORD-10378 customer_id=CUST-0051 carrier=UPS tracking_number=1Z741028831 status=OUT_FOR_DELIVERY origin=Toronto,ON dest=Mumbai,IN weight_kg=7.12
[2026-07-02 01:04:00] INFO ShipmentService - order_id=ORD-10558 customer_id=CUST-0009 carrier=USPS tracking_number=1Z165103088 status=OUT_FOR_DELIVERY origin=Austin,TX dest=Vancouver,BC weight_kg=3.96
[2026-07-02 01:09:00] INFO ShipmentService - order_id=ORD-10076 customer_id=CUST-0098 carrier=USPS tracking_number=1Z780259788 status=DELIVERED origin=Portland,OR dest=Bristol,UK weight_kg=2.96
[2026-07-02 01:27:00] INFO ShipmentService - order_id=ORD-10493 customer_id=CUST-0139 carrier=FedEx tracking_number=1Z695612588 status=IN_TRANSIT origin=Toronto,ON dest=Mumbai,IN weight_kg=7.89
[2026-07-02 02:04:00] INFO ShipmentService - order_id=ORD-10598 customer_id=CUST-0016 carrier=USPS tracking_number=1Z782683973 status=DELIVERED origin=Berlin,DE dest=Austin,TX weight_kg=6.11
[2026-07-02 02:14:00] WARN ShipmentService - order_id=ORD-10302 customer_id=CUST-0041 carrier=DHL Express tracking_number=1Z939691516 status=DELAYED origin=Munich,DE dest=Denver,CO weight_kg=3.09 reason="address correction needed"
[2026-07-02 02:43:00] INFO ShipmentService - order_id=ORD-10432 customer_id=CUST-0062 carrier=FedEx tracking_number=1Z598916337 status=DELIVERED origin=Portland,OR dest=Bengaluru,IN weight_kg=11.54
[2026-07-02 02:54:00] INFO ShipmentService - order_id=ORD-10212 customer_id=CUST-0059 carrier=FedEx tracking_number=1Z393456795 status=DELIVERED origin=Portland,OR dest=Berlin,DE weight_kg=7.25
[2026-07-02 03:19:00] INFO ShipmentService - order_id=ORD-10520 customer_id=CUST-0135 carrier=DHL Express tracking_number=1Z328443009 status=OUT_FOR_DELIVERY origin=Bengaluru,IN dest=Melbourne,AU weight_kg=7.1
[2026-07-02 03:22:00] INFO ShipmentService - order_id=ORD-10503 customer_id=CUST-0139 carrier=UPS tracking_number=1Z704604243 status=IN_TRANSIT origin=Kathmandu,NP dest=Munich,DE weight_kg=1.03
[2026-07-02 03:30:00] INFO ShipmentService - order_id=ORD-10033 customer_id=CUST-0097 carrier=UPS tracking_number=1Z400066062 status=IN_TRANSIT origin=Kathmandu,NP dest=Munich,DE weight_kg=10.56
[2026-07-02 04:03:00] INFO ShipmentService - order_id=ORD-10279 customer_id=CUST-0030 carrier=DHL Express tracking_number=1Z782008471 status=DELIVERED origin=Melbourne,AU dest=Manchester,UK weight_kg=3.28
[2026-07-02 04:32:00] INFO ShipmentService - order_id=ORD-10262 customer_id=CUST-0031 carrier=DHL Express tracking_number=1Z445356445 status=OUT_FOR_DELIVERY origin=Toronto,ON dest=Melbourne,AU weight_kg=4.23
[2026-07-02 05:11:00] INFO ShipmentService - order_id=ORD-10358 customer_id=CUST-0126 carrier=DHL Express tracking_number=1Z243586927 status=IN_TRANSIT origin=Portland,OR dest=Kathmandu,NP weight_kg=7.83
[2026-07-02 05:42:00] INFO ShipmentService - order_id=ORD-10055 customer_id=CUST-0032 carrier=FedEx tracking_number=1Z286332886 status=DELIVERED origin=Portland,OR dest=Melbourne,AU weight_kg=5.08
[2026-07-02 06:14:00] INFO ShipmentService - order_id=ORD-10233 customer_id=CUST-0023 carrier=USPS tracking_number=1Z945362558 status=DELIVERED origin=Munich,DE dest=Austin,TX weight_kg=10.55
[2026-07-02 06:49:00] INFO ShipmentService - order_id=ORD-10464 customer_id=CUST-0146 carrier=FedEx tracking_number=1Z821139052 status=IN_TRANSIT origin=Bengaluru,IN dest=Bengaluru,IN weight_kg=5.45
[2026-07-02 07:14:00] WARN ShipmentService - order_id=ORD-10148 customer_id=CUST-0009 carrier=DHL Express tracking_number=1Z924597047 status=DELAYED origin=Bristol,UK dest=Denver,CO weight_kg=9.78 reason="customs hold"
[2026-07-02 07:44:00] INFO ShipmentService - order_id=ORD-10409 customer_id=CUST-0110 carrier=DHL Express tracking_number=1Z110053768 status=IN_TRANSIT origin=Toronto,ON dest=Berlin,DE weight_kg=2.81
[2026-07-02 08:02:00] INFO ShipmentService - order_id=ORD-10324 customer_id=CUST-0074 carrier=DHL Express tracking_number=1Z976474860 status=IN_TRANSIT origin=Toronto,ON dest=Austin,TX weight_kg=7.44
[2026-07-02 08:17:00] WARN ShipmentService - order_id=ORD-10382 customer_id=CUST-0121 carrier=UPS tracking_number=1Z139509449 status=DELAYED origin=Berlin,DE dest=Manchester,UK weight_kg=3.51 reason="address correction needed"
[2026-07-02 08:56:00] INFO ShipmentService - order_id=ORD-10030 customer_id=CUST-0144 carrier=UPS tracking_number=1Z981674615 status=IN_TRANSIT origin=Portland,OR dest=Toronto,ON weight_kg=7.73
[2026-07-02 09:14:00] INFO ShipmentService - order_id=ORD-10062 customer_id=CUST-0149 carrier=USPS tracking_number=1Z308059226 status=OUT_FOR_DELIVERY origin=Denver,CO dest=Munich,DE weight_kg=7.99
[2026-07-02 09:53:00] INFO ShipmentService - order_id=ORD-10124 customer_id=CUST-0064 carrier=UPS tracking_number=1Z237703513 status=IN_TRANSIT origin=Austin,TX dest=Sydney,AU weight_kg=9.0
[2026-07-02 10:30:00] INFO ShipmentService - order_id=ORD-10597 customer_id=CUST-0142 carrier=UPS tracking_number=1Z939937450 status=DELIVERED origin=Munich,DE dest=Kathmandu,NP weight_kg=3.44
[2026-07-02 10:32:00] INFO ShipmentService - order_id=ORD-10135 customer_id=CUST-0022 carrier=DHL Express tracking_number=1Z587399464 status=OUT_FOR_DELIVERY origin=Melbourne,AU dest=Munich,DE weight_kg=0.22
[2026-07-02 10:36:00] INFO ShipmentService - order_id=ORD-10121 customer_id=CUST-0077 carrier=DHL Express tracking_number=1Z536879666 status=DELIVERED origin=Bristol,UK dest=Bengaluru,IN weight_kg=3.43
[2026-07-02 11:06:00] INFO ShipmentService - order_id=ORD-10077 customer_id=CUST-0053 carrier=USPS tracking_number=1Z914993363 status=DELIVERED origin=Manchester,UK dest=Munich,DE weight_kg=0.71
[2026-07-02 11:10:00] INFO ShipmentService - order_id=ORD-10200 customer_id=CUST-0144 carrier=DHL Express tracking_number=1Z581961364 status=IN_TRANSIT origin=Bristol,UK dest=Munich,DE weight_kg=3.93
[2026-07-02 11:32:00] INFO ShipmentService - order_id=ORD-10032 customer_id=CUST-0020 carrier=FedEx tracking_number=1Z127242908 status=IN_TRANSIT origin=Sydney,AU dest=Mumbai,IN weight_kg=11.89
[2026-07-02 12:00:00] INFO ShipmentService - order_id=ORD-10025 customer_id=CUST-0024 carrier=FedEx tracking_number=1Z276610744 status=IN_TRANSIT origin=Toronto,ON dest=Toronto,ON weight_kg=4.08
[2026-07-02 12:07:00] INFO ShipmentService - order_id=ORD-10088 customer_id=CUST-0076 carrier=FedEx tracking_number=1Z967646831 status=DELIVERED origin=Berlin,DE dest=Bristol,UK weight_kg=0.48
[2026-07-02 12:29:00] INFO ShipmentService - order_id=ORD-10336 customer_id=CUST-0115 carrier=DHL Express tracking_number=1Z608498927 status=IN_TRANSIT origin=Toronto,ON dest=Austin,TX weight_kg=3.01
[2026-07-02 12:33:00] INFO ShipmentService - order_id=ORD-10334 customer_id=CUST-0122 carrier=DHL Express tracking_number=1Z354201569 status=DELIVERED origin=Munich,DE dest=Mumbai,IN weight_kg=11.33
[2026-07-02 13:13:00] INFO ShipmentService - order_id=ORD-10041 customer_id=CUST-0062 carrier=USPS tracking_number=1Z771463117 status=IN_TRANSIT origin=Mumbai,IN dest=Austin,TX weight_kg=5.47
[2026-07-02 13:17:00] INFO ShipmentService - order_id=ORD-10111 customer_id=CUST-0040 carrier=FedEx tracking_number=1Z844493568 status=IN_TRANSIT origin=Bristol,UK dest=Manchester,UK weight_kg=0.97
[2026-07-02 13:46:00] INFO ShipmentService - order_id=ORD-10408 customer_id=CUST-0147 carrier=FedEx tracking_number=1Z772361249 status=IN_TRANSIT origin=Vancouver,BC dest=Sydney,AU weight_kg=5.3
[2026-07-02 13:50:00] INFO ShipmentService - order_id=ORD-10333 customer_id=CUST-0137 carrier=FedEx tracking_number=1Z509584709 status=DELIVERED origin=Vancouver,BC dest=Bengaluru,IN weight_kg=4.94
[2026-07-02 14:17:00] INFO ShipmentService - order_id=ORD-10244 customer_id=CUST-0003 carrier=UPS tracking_number=1Z945544638 status=IN_TRANSIT origin=Bengaluru,IN dest=Sydney,AU weight_kg=7.98
[2026-07-02 14:42:00] INFO ShipmentService - order_id=ORD-10594 customer_id=CUST-0038 carrier=USPS tracking_number=1Z765946168 status=IN_TRANSIT origin=Mumbai,IN dest=Bristol,UK weight_kg=7.51
[2026-07-02 14:44:00] INFO ShipmentService - order_id=ORD-10125 customer_id=CUST-0079 carrier=USPS tracking_number=1Z731159790 status=IN_TRANSIT origin=Munich,DE dest=Manchester,UK weight_kg=2.47
[2026-07-02 15:23:00] INFO ShipmentService - order_id=ORD-10323 customer_id=CUST-0098 carrier=FedEx tracking_number=1Z307892029 status=IN_TRANSIT origin=Sydney,AU dest=Mumbai,IN weight_kg=10.87
[2026-07-02 15:56:00] INFO ShipmentService - order_id=ORD-10494 customer_id=CUST-0091 carrier=DHL Express tracking_number=1Z616898564 status=OUT_FOR_DELIVERY origin=Manchester,UK dest=Bristol,UK weight_kg=8.75
[2026-07-02 16:12:00] INFO ShipmentService - order_id=ORD-10592 customer_id=CUST-0044 carrier=UPS tracking_number=1Z164951915 status=OUT_FOR_DELIVERY origin=Mumbai,IN dest=Portland,OR weight_kg=1.71
[2026-07-02 16:45:00] INFO ShipmentService - order_id=ORD-10306 customer_id=CUST-0131 carrier=DHL Express tracking_number=1Z681048625 status=IN_TRANSIT origin=Vancouver,BC dest=Sydney,AU weight_kg=9.35
[2026-07-02 17:05:00] INFO ShipmentService - order_id=ORD-10538 customer_id=CUST-0126 carrier=DHL Express tracking_number=1Z108677810 status=DELIVERED origin=Vancouver,BC dest=Manchester,UK weight_kg=6.31
[2026-07-02 17:15:00] INFO ShipmentService - order_id=ORD-10139 customer_id=CUST-0018 carrier=FedEx tracking_number=1Z979591893 status=DELIVERED origin=Toronto,ON dest=Munich,DE weight_kg=10.06
[2026-07-02 17:43:00] INFO ShipmentService - order_id=ORD-10210 customer_id=CUST-0126 carrier=DHL Express tracking_number=1Z787790466 status=DELIVERED origin=Toronto,ON dest=Toronto,ON weight_kg=10.92
[2026-07-02 18:05:00] INFO ShipmentService - order_id=ORD-10007 customer_id=CUST-0106 carrier=UPS tracking_number=1Z846016035 status=OUT_FOR_DELIVERY origin=Melbourne,AU dest=Berlin,DE weight_kg=8.36
[2026-07-02 18:27:00] INFO ShipmentService - order_id=ORD-10060 customer_id=CUST-0129 carrier=DHL Express tracking_number=1Z549570641 status=IN_TRANSIT origin=Sydney,AU dest=Vancouver,BC weight_kg=4.08
[2026-07-02 18:30:00] INFO ShipmentService - order_id=ORD-10207 customer_id=CUST-0043 carrier=USPS tracking_number=1Z785870900 status=IN_TRANSIT origin=Toronto,ON dest=Portland,OR weight_kg=2.83
[2026-07-02 19:10:00] INFO ShipmentService - order_id=ORD-10237 customer_id=CUST-0148 carrier=UPS tracking_number=1Z888755899 status=DELIVERED origin=Toronto,ON dest=Berlin,DE weight_kg=9.27
[2026-07-02 19:35:00] INFO ShipmentService - order_id=ORD-10510 customer_id=CUST-0107 carrier=UPS tracking_number=1Z987001282 status=IN_TRANSIT origin=Bristol,UK dest=Denver,CO weight_kg=11.88
[2026-07-02 19:40:00] INFO ShipmentService - order_id=ORD-10471 customer_id=CUST-0030 carrier=DHL Express tracking_number=1Z223683564 status=OUT_FOR_DELIVERY origin=Portland,OR dest=Munich,DE weight_kg=1.88
[2026-07-02 20:18:00] INFO ShipmentService - order_id=ORD-10024 customer_id=CUST-0078 carrier=DHL Express tracking_number=1Z313806556 status=IN_TRANSIT origin=Portland,OR dest=Portland,OR weight_kg=2.53
[2026-07-02 20:35:00] INFO ShipmentService - order_id=ORD-10548 customer_id=CUST-0133 carrier=UPS tracking_number=1Z695395166 status=IN_TRANSIT origin=Manchester,UK dest=Bengaluru,IN weight_kg=3.1
[2026-07-02 20:47:00] INFO ShipmentService - order_id=ORD-10433 customer_id=CUST-0088 carrier=DHL Express tracking_number=1Z992758059 status=IN_TRANSIT origin=Austin,TX dest=Portland,OR weight_kg=8.19
[2026-07-02 20:55:00] INFO ShipmentService - order_id=ORD-10427 customer_id=CUST-0092 carrier=DHL Express tracking_number=1Z589844971 status=DELIVERED origin=Toronto,ON dest=Vancouver,BC weight_kg=3.03
[2026-07-02 21:06:00] WARN ShipmentService - order_id=ORD-10005 customer_id=CUST-0038 carrier=USPS tracking_number=1Z227231238 status=DELAYED origin=Kathmandu,NP dest=Austin,TX weight_kg=1.9 reason="customs hold"
[2026-07-02 21:19:00] WARN ShipmentService - order_id=ORD-10026 customer_id=CUST-0049 carrier=USPS tracking_number=1Z441397938 status=DELAYED origin=Kathmandu,NP dest=Manchester,UK weight_kg=7.27 reason="customs hold"
[2026-07-02 21:22:00] INFO ShipmentService - order_id=ORD-10310 customer_id=CUST-0026 carrier=UPS tracking_number=1Z415876317 status=IN_TRANSIT origin=Bengaluru,IN dest=Munich,DE weight_kg=9.52
[2026-07-02 21:26:00] INFO ShipmentService - order_id=ORD-10082 customer_id=CUST-0070 carrier=DHL Express tracking_number=1Z645750195 status=DELIVERED origin=Bengaluru,IN dest=Denver,CO weight_kg=11.63
[2026-07-02 21:40:00] INFO ShipmentService - order_id=ORD-10534 customer_id=CUST-0072 carrier=FedEx tracking_number=1Z949326796 status=IN_TRANSIT origin=Mumbai,IN dest=Berlin,DE weight_kg=8.03
[2026-07-02 22:13:00] INFO ShipmentService - order_id=ORD-10167 customer_id=CUST-0108 carrier=USPS tracking_number=1Z906526424 status=OUT_FOR_DELIVERY origin=Mumbai,IN dest=Melbourne,AU weight_kg=6.21
[2026-07-02 22:43:00] INFO ShipmentService - order_id=ORD-10085 customer_id=CUST-0137 carrier=UPS tracking_number=1Z501449217 status=OUT_FOR_DELIVERY origin=Manchester,UK dest=Kathmandu,NP weight_kg=6.4
[2026-07-02 23:15:00] INFO ShipmentService - order_id=ORD-10145 customer_id=CUST-0099 carrier=USPS tracking_number=1Z530512565 status=DELIVERED origin=Vancouver,BC dest=Sydney,AU weight_kg=7.73
[2026-07-02 23:18:00] INFO ShipmentService - order_id=ORD-10375 customer_id=CUST-0145 carrier=UPS tracking_number=1Z585417273 status=IN_TRANSIT origin=Toronto,ON dest=Toronto,ON weight_kg=10.39
