order_id,customer_id,product_id,quantity,unit_price,discount_pct,shipping_cost,order_date,country,order_status
ORD-10105,CUST-0119,P1004,2,228.54,0.1,11.85,2025-10-11 16:22:34,United Kingdom,Returned
ORD-10106,CUST-0095,P1006,2,196.17,0.0,17.98,2025-12-06 21:23:35,India,Delivered
ORD-10107,CUST-0144,P1014,1,41.71,0.0,23.04,2025-10-31 17:26:13,Germany,Cancelled
ORD-10108,CUST-0063,P1039,2,61.82,0.0,20.17,2026-03-03 11:13:45,Germany,Delivered
ORD-10109,CUST-0067,P1024,2,171.47,0.0,19.03,2025-12-14 13:29:49,Germany,Delivered
ORD-10110,CUST-0081,P1027,1,63.12,0.15,9.11,2026-04-02 10:44:51,Australia,Cancelled
ORD-10111,CUST-0040,P1013,1,189.39,0.2,15.34,2026-05-09 23:21:48,India,Delivered
ORD-10112,CUST-0126,P1030,1,118.86,0.0,15.25,2026-07-26 02:08:18,Canada,Delivered
ORD-10113,CUST-0135,P1003,3,75.87,0.2,19.93,2025-12-28 02:28:28,United Kingdom,Placed
ORD-10114,CUST-0039,P1001,1,81.0,0.0,17.84,2026-05-08 00:34:21,USA,Delivered
ORD-10115,CUST-0002,P1035,2,105.54,0.1,15.02,2026-08-12 15:40:36,Germany,Placed
ORD-10116,CUST-0046,P1007,4,202.45,0.0,14.82,2026-03-23 02:52:37,India,Delivered
ORD-10117,CUST-0096,P1026,1,123.14,0.15,18.21,2026-07-30 01:09:12,USA,Shipped
ORD-10118,CUST-0024,P1026,1,123.14,0.0,18.61,2026-07-28 12:03:40,USA,Delivered
ORD-10119,CUST-0145,P1007,3,202.45,0.0,22.16,2025-09-24 02:42:24,Canada,Cancelled
ORD-10120,CUST-0072,P1035,2,105.54,0.2,24.17,2026-03-23 02:48:04,USA,Placed
ORD-10121,CUST-0077,P1011,2,149.09,0.2,22.78,2025-11-11 02:51:19,Canada,Delivered
ORD-10122,CUST-0129,P1023,1,13.33,,16.51,2026-02-15 01:04:43,United Kingdom,Delivered
ORD-10123,CUST-0070,P1029,1,37.86,0.05,18.11,2026-07-14 10:45:15,Australia,Delivered
ORD-10124,CUST-0064,P1005,1,209.87,0.15,6.82,2025-10-17 00:11:20,Germany,Shipped
ORD-10125,CUST-0079,P1029,1,37.86,0.0,12.77,2025-10-23 00:57:22,Canada,Shipped
ORD-10126,CUST-0023,P1023,2,13.33,0.2,11.78,2025-10-14 20:22:19,United Kingdom,Delivered
ORD-10127,CUST-0063,P1037,2,198.82,0.0,9.97,2026-04-11 10:02:50,Germany,Delivered
ORD-10128,CUST-0108,P1020,1,216.42,0.0,19.0,2026-04-23 03:53:41,India,Placed
ORD-10129,CUST-0035,P1020,1,216.42,0.2,20.79,2026-07-31 21:38:28,United Kingdom,Delivered
ORD-10130,CUST-0035,P1020,1,216.42,0.0,7.32,2026-07-22 17:52:37,United Kingdom,Returned
ORD-10131,CUST-0148,P1016,1,209.3,0.2,5.95,2026-06-07 06:33:03,USA,Shipped
ORD-10132,CUST-0141,P1002,4,15.26,0.15,20.65,2026-03-29 18:10:44,Canada,Delivered
ORD-10133,CUST-0036,P1020,1,216.42,0.15,11.61,2026-06-26 14:35:34,India,Delivered
ORD-10134,CUST-0137,P1033,4,62.13,0.05,20.5,2026-06-02 21:37:13,Australia,Cancelled
ORD-10135,CUST-0022,P1007,3,202.45,0.0,16.67,2026-07-29 14:32:58,Canada,Delivered
ORD-10136,CUST-0085,P1028,1,37.99,0.0,14.65,2026-04-17 13:37:16,United Kingdom,Placed
ORD-10137,CUST-0101,P1030,3,118.86,0.1,24.95,2025-10-14 04:13:33,USA,Delivered
ORD-10138,CUST-0037,P1023,1,13.33,0.0,10.99,2026-04-20 11:36:40,USA,Delivered
ORD-10139,CUST-0018,P1020,1,216.42,0.0,17.43,2026-01-03 18:47:12,USA,Delivered
ORD-10140,CUST-0045,P1036,1,169.05,0.05,12.21,2026-04-10 14:24:09,USA,Delivered
ORD-10141,CUST-0008,P1040,3,199.26,0.05,18.65,2025-10-03 21:01:14,USA,Delivered
ORD-10142,CUST-0027,P1035,1,105.54,0.05,17.92,2026-02-08 21:44:06,United Kingdom,Delivered
ORD-10143,CUST-0100,P1040,1,199.26,0.0,16.77,2026-01-31 22:22:21,Australia,Shipped
ORD-10144,CUST-0022,P1009,1,160.77,0.0,18.41,2025-11-10 20:55:40,Canada,Shipped
ORD-10145,CUST-0099,P1028,1,37.99,0.15,23.51,2026-01-26 05:06:28,United Kingdom,Delivered
ORD-10146,CUST-0048,P1021,3,242.13,0.2,3.71,2026-06-15 18:24:08,United Kingdom,Delivered
ORD-10147,CUST-0127,P1027,2,63.12,0.2,7.1,2025-12-22 10:38:04,USA,Delivered
ORD-10148,CUST-0009,P1018,1,203.01,0.2,19.46,2025-10-28 20:51:06,United Kingdom,Shipped
ORD-10149,CUST-0030,P1018,3,203.01,0.0,19.77,2025-12-21 15:28:45,USA,Delivered
ORD-10150,CUST-0027,P1016,1,209.3,0.05,22.04,2025-10-31 08:37:36,United Kingdom,Returned
ORD-10151,CUST-0054,P1038,2,26.46,0.1,7.07,2025-12-15 02:09:40,Australia,Cancelled
ORD-10152,CUST-0146,P1023,2,13.33,0.0,18.64,2026-05-22 03:28:01,USA,Delivered
ORD-10153,CUST-0035,P1027,4,63.12,0.2,18.58,2026-02-12 09:00:47,United Kingdom,Returned
ORD-10154,CUST-0101,P1032,1,157.75,0.15,13.22,2025-10-18 14:40:02,USA,Delivered
ORD-10155,CUST-0132,P1018,2,203.01,0.05,,2025-10-18 16:41:29,India,Cancelled
ORD-10156,CUST-0092,P1005,3,209.87,0.05,14.14,2026-06-08 21:02:30,USA,Delivered
ORD-10157,CUST-0034,P1037,3,198.82,0.15,4.49,2025-09-09 04:31:24,India,Delivered
ORD-10158,CUST-0041,P1029,1,37.86,0.05,18.3,2025-11-21 09:58:36,Canada,Returned
ORD-10159,CUST-0024,P1024,1,171.47,0.15,12.02,2025-12-29 15:37:40,USA,Delivered
ORD-10160,,P1007,1,202.45,0.0,14.67,2026-02-23 04:23:26,USA,Delivered
ORD-10161,CUST-0109,P1009,1,160.77,0.0,5.7,2025-11-10 13:56:04,USA,Shipped
ORD-10162,CUST-0035,P1010,1,84.13,0.1,12.96,2025-11-17 14:59:23,United Kingdom,Delivered
ORD-10163,CUST-0114,P1014,1,41.71,0.2,19.2,2025-11-11 09:01:17,Canada,Shipped
ORD-10164,CUST-0071,P1006,1,196.17,0.15,20.25,2026-08-04 10:58:57,Canada,Delivered
ORD-10165,CUST-0053,P1034,2,245.41,0.05,4.67,2026-05-12 14:02:58,Australia,Shipped
ORD-10166,CUST-0029,P1016,1,209.3,0.1,3.76,2026-03-18 20:41:38,United Kingdom,Delivered
ORD-10167,CUST-0108,P1024,2,171.47,0.05,,2026-01-13 07:51:17,India,Shipped
ORD-10168,CUST-0011,P1004,4,228.54,0.0,14.27,2025-10-13 23:19:16,Canada,Delivered
ORD-10169,CUST-0138,P1035,2,105.54,,23.3,2026-02-15 14:13:33,USA,Shipped
ORD-10170,CUST-0017,P1020,2,216.42,0.2,8.76,2026-07-11 22:10:00,United Kingdom,Delivered
ORD-10171,CUST-0015,P1020,2,216.42,0.0,18.72,2026-02-25 19:02:31,Canada,Delivered
ORD-10172,CUST-0133,P1017,1,242.16,0.2,19.26,2026-02-19 15:37:52,India,Shipped
ORD-10173,CUST-0070,P1034,1,245.41,0.1,14.17,2026-06-18 06:04:33,Australia,Delivered
ORD-10174,,P1011,1,149.09,0.1,5.98,2025-09-07 08:54:13,India,Shipped
ORD-10175,CUST-0012,P1031,1,188.13,0.0,21.94,2026-08-02 15:16:07,USA,Cancelled
ORD-10176,CUST-0058,P1021,1,242.13,0.0,5.17,2025-09-27 06:31:47,USA,Cancelled
ORD-10177,CUST-0058,P1034,5,245.41,0.0,22.12,2025-10-15 20:08:14,USA,Returned
ORD-10178,CUST-0117,P1001,1,81.0,0.2,16.89,2026-05-11 07:06:54,USA,Shipped
ORD-10179,CUST-0140,P1016,1,209.3,0.0,10.95,2026-02-19 00:03:11,Australia,Returned
ORD-10180,CUST-0097,P1020,1,216.42,0.0,24.17,2026-01-22 03:23:13,Germany,Delivered
ORD-10181,CUST-0012,P1015,3,137.39,0.15,13.36,2026-05-17 04:51:39,USA,Delivered
ORD-10182,CUST-0101,P1005,2,209.87,0.15,8.59,2026-03-21 11:52:42,USA,Placed
ORD-10183,CUST-0082,P1029,1,37.86,0.0,20.06,2026-04-19 16:58:06,USA,Placed
ORD-10184,CUST-0081,P1027,1,63.12,0.2,10.13,2025-11-20 11:04:34,Australia,Delivered
ORD-10185,CUST-0011,P1014,3,41.71,0.0,24.32,2026-02-01 09:28:20,Canada,Delivered
ORD-10186,CUST-0045,P1002,4,15.26,0.1,8.87,2025-11-11 04:25:19,USA,Cancelled
ORD-10187,CUST-0004,P1004,3,228.54,0.0,12.11,2025-10-14 21:12:06,Germany,Returned
ORD-10188,CUST-0067,P1005,1,209.87,0.15,6.27,2026-02-17 04:27:39,Germany,Placed
ORD-10189,CUST-0011,P1030,1,118.86,0.05,,2025-11-28 12:53:12,Canada,Cancelled
ORD-10190,CUST-0055,P1012,1,31.62,,16.81,2026-03-30 20:02:59,Germany,Delivered
ORD-10191,CUST-0123,P1004,1,228.54,0.05,22.52,2026-06-06 00:42:39,Canada,Delivered
ORD-10192,CUST-0098,P1023,1,13.33,0.0,14.3,2026-02-11 21:44:25,USA,Delivered
ORD-10193,CUST-0057,P1002,3,15.26,0.0,13.64,2025-12-29 05:48:42,Nepal,Delivered
ORD-10194,CUST-0026,P1016,2,209.3,0.2,19.35,2026-06-22 14:08:31,United Kingdom,Shipped
ORD-10195,CUST-0091,P1012,1,31.62,0.2,11.21,2026-02-28 20:40:03,USA,Delivered
ORD-10196,CUST-0145,P1010,2,84.13,0.2,14.08,2025-10-17 02:02:42,Canada,Shipped
ORD-10197,CUST-0060,P1039,1,61.82,0.0,16.7,2025-11-30 11:46:53,Germany,Delivered
ORD-10198,CUST-0016,P1002,1,15.26,0.0,21.7,2026-03-11 14:24:11,Germany,Delivered
ORD-10199,CUST-0026,P1022,1,97.78,0.0,12.89,2026-02-10 06:20:33,United Kingdom,Shipped
ORD-10200,CUST-0144,P1040,3,199.26,0.1,11.64,2025-11-30 00:03:55,Germany,Shipped
ORD-10201,CUST-0147,P1026,3,123.14,,16.45,2025-12-23 23:17:19,USA,Delivered
ORD-10202,CUST-0145,P1007,4,202.45,,10.96,2025-10-16 23:16:08,Canada,Shipped
ORD-10203,,P1029,1,37.86,,9.02,2026-03-17 15:57:18,USA,Shipped
ORD-10204,CUST-0108,P1011,3,149.09,0.05,11.57,2026-06-23 23:42:03,India,Delivered
ORD-10205,CUST-0058,P1011,1,149.09,0.0,10.35,2025-11-27 13:40:12,USA,Delivered
ORD-10206,CUST-0042,P1005,2,209.87,0.0,24.68,2026-04-09 23:47:53,Germany,Cancelled
ORD-10207,CUST-0043,P1039,3,61.82,0.0,24.45,2026-06-04 09:39:28,India,Shipped
ORD-10208,,P1020,1,216.42,0.1,,2025-10-15 10:43:27,USA,Placed
ORD-10209,CUST-0123,P1013,1,189.39,0.15,5.26,2026-03-23 17:08:47,Canada,Shipped
ORD-10210,CUST-0126,P1017,1,242.16,0.0,11.7,2026-04-14 16:55:56,Canada,Delivered
ORD-10211,CUST-0068,P1015,3,137.39,0.0,17.85,2026-06-05 15:04:22,United Kingdom,Delivered
ORD-10212,CUST-0059,P1036,1,169.05,0.1,15.01,2025-12-30 17:20:24,India,Delivered
ORD-10213,CUST-0077,P1006,1,196.17,0.0,22.86,2026-07-15 05:22:06,Canada,Cancelled
ORD-10214,CUST-0031,P1029,1,37.86,0.0,6.21,2026-04-11 07:21:05,Germany,Returned
ORD-10215,CUST-0038,P1039,1,61.82,,11.84,2026-01-20 18:55:16,USA,Cancelled
ORD-10216,CUST-0118,P1001,3,81.0,0.1,5.92,2026-06-26 03:38:53,Nepal,Delivered
ORD-10217,CUST-0028,P1037,3,198.82,0.2,10.89,2026-05-07 20:49:36,India,Delivered
ORD-10218,CUST-0122,P1003,1,75.87,0.1,,2026-02-17 08:38:59,India,Delivered
ORD-10219,CUST-0013,P1031,4,188.13,0.0,20.56,2025-10-21 08:17:58,Germany,Cancelled
ORD-10220,CUST-0035,P1020,5,216.42,0.2,19.17,2026-04-15 07:41:47,United Kingdom,Delivered
ORD-10221,CUST-0105,P1032,3,157.75,,20.52,2026-03-26 04:56:19,USA,Cancelled
ORD-10222,CUST-0135,P1037,1,198.82,0.2,,2026-03-04 07:14:57,United Kingdom,Shipped
ORD-10223,CUST-0071,P1024,3,171.47,0.15,18.15,2026-04-17 06:27:56,Canada,Delivered
ORD-10224,CUST-0122,P1038,2,26.46,0.2,19.6,2026-03-17 01:48:27,India,Delivered
ORD-10225,CUST-0042,P1037,3,198.82,0.0,18.07,2025-09-11 00:19:26,Germany,Shipped
ORD-10226,CUST-0122,P1009,2,160.77,0.0,16.58,2026-07-27 10:01:34,India,Delivered
ORD-10227,CUST-0109,P1025,3,207.37,0.0,18.06,2025-10-23 00:16:03,USA,Delivered
ORD-10228,CUST-0131,P1024,2,171.47,0.0,5.82,2026-07-25 11:50:16,USA,Delivered
ORD-10229,CUST-0071,P1017,2,242.16,0.15,6.72,2026-07-05 14:42:45,Canada,Returned
ORD-10230,CUST-0082,P1009,2,160.77,0.0,12.5,2026-06-20 06:54:52,USA,Delivered
ORD-10231,CUST-0088,P1015,2,137.39,0.05,17.95,2026-08-03 20:19:30,USA,Delivered
ORD-10232,CUST-0047,P1019,1,43.77,0.0,15.52,2026-02-19 23:49:38,USA,Shipped
ORD-10233,CUST-0023,P1015,1,137.39,0.0,22.57,2026-04-26 04:17:17,United Kingdom,Delivered
ORD-10234,CUST-0121,P1004,3,228.54,,22.62,2026-03-15 19:17:26,USA,Delivered
ORD-10235,CUST-0077,P1027,1,63.12,0.0,10.87,2026-04-23 05:12:52,Canada,Cancelled
ORD-10236,CUST-0081,P1012,3,31.62,0.15,,2025-12-17 06:08:19,Australia,Delivered
ORD-10237,CUST-0148,P1011,1,149.09,0.0,12.82,2026-05-03 13:57:22,USA,Delivered
ORD-10238,CUST-0002,P1003,2,75.87,0.0,19.77,2025-09-03 22:49:01,Germany,Delivered
ORD-10239,CUST-0064,P1015,2,137.39,0.0,14.32,2025-09-24 10:51:25,Germany,Delivered
ORD-10240,CUST-0075,P1030,2,118.86,0.0,18.27,2026-05-09 13:04:47,Nepal,Delivered
ORD-10241,CUST-0049,P1011,4,149.09,,8.32,2025-09-12 21:28:12,Canada,Cancelled
ORD-10242,CUST-0130,P1011,1,149.09,,22.35,2025-09-25 21:37:26,Germany,Delivered
ORD-10243,CUST-0013,P1007,2,202.45,0.15,13.05,2025-11-18 07:28:54,Germany,Placed
ORD-10244,CUST-0003,P1020,1,216.42,0.1,16.52,2025-10-24 18:37:34,USA,Shipped
ORD-10245,CUST-0031,P1019,1,43.77,0.0,20.23,2026-03-03 14:55:07,Germany,Shipped
ORD-10246,CUST-0076,P1011,1,149.09,0.0,13.83,2025-10-16 04:01:14,Germany,Delivered
ORD-10247,CUST-0147,P1032,1,157.75,,19.06,2026-04-22 10:46:40,USA,Placed
ORD-10248,CUST-0068,P1030,1,118.86,,9.75,2025-10-30 03:27:31,United Kingdom,Delivered
ORD-10249,CUST-0012,P1001,3,81.0,0.0,22.73,2025-10-18 13:34:00,USA,Delivered
ORD-10250,CUST-0088,P1012,1,31.62,0.05,11.79,2026-07-30 06:04:20,USA,Delivered
ORD-10251,CUST-0029,P1009,2,160.77,0.2,12.44,2026-08-14 15:57:10,United Kingdom,Placed
ORD-10252,CUST-0047,P1040,1,199.26,0.0,22.42,2026-05-06 17:46:19,USA,Delivered
ORD-10253,CUST-0029,P1027,1,63.12,0.15,18.65,2026-06-23 20:34:17,United Kingdom,Placed
ORD-10254,CUST-0058,P1022,2,97.78,0.1,17.73,2026-08-13 23:21:10,USA,Delivered
ORD-10255,CUST-0099,P1010,3,84.13,,17.33,2026-05-12 06:01:19,United Kingdom,Delivered
ORD-10256,CUST-0020,P1032,1,157.75,,8.29,2025-12-30 02:52:12,Germany,Delivered
ORD-10257,CUST-0118,P1029,3,37.86,0.2,10.3,2025-09-10 03:44:13,Nepal,Delivered
ORD-10258,CUST-0104,P1027,1,63.12,0.2,16.49,2026-05-19 20:28:26,Australia,Delivered
ORD-10259,CUST-0053,P1030,4,118.86,0.0,21.65,2026-07-05 17:13:34,Australia,Delivered
ORD-10260,CUST-0094,P1029,1,37.86,,11.14,2026-06-08 19:00:17,India,Delivered
